Province,Time,Temp_Max,Temp_Min,Precipitation,Windspeed_Max,UV_Index_Max,Sunshine_Hours,Sundown_Hours,Weather_Code
An Giang,2025-04-03T22:00,33.2,24.7,0.0,13.2,6.45,10.33,12,3
An Giang,2025-04-03T23:00,33.2,24.7,0.0,13.2,6.45,10.33,12,3
An Giang,2025-04-04T00:00,34.1,24.4,0.0,11.0,8.25,10.37,12,3
An Giang,2025-04-04T01:00,34.1,24.4,0.0,11.0,8.25,10.37,12,3
An Giang,2025-04-04T02:00,34.1,24.4,0.0,11.0,8.25,10.37,12,2
An Giang,2025-04-04T03:00,34.1,24.4,0.0,11.0,8.25,10.37,12,3
An Giang,2025-04-04T04:00,34.1,24.4,0.0,11.0,8.25,10.37,12,3
An Giang,2025-04-04T05:00,34.1,24.4,0.0,11.0,8.25,10.37,12,3
An Giang,2025-04-04T06:00,34.1,24.4,0.0,11.0,8.25,10.37,12,2
An Giang,2025-04-04T07:00,34.1,24.4,0.0,11.0,8.25,10.37,12,2
An Giang,2025-04-04T08:00,34.1,24.4,0.0,11.0,8.25,10.37,12,3
An Giang,2025-04-04T09:00,34.1,24.4,0.0,11.0,8.25,10.37,12,2
An Giang,2025-04-04T10:00,34.1,24.4,0.0,11.0,8.25,10.37,12,3
An Giang,2025-04-04T11:00,34.1,24.4,0.0,11.0,8.25,10.37,12,2
An Giang,2025-04-04T12:00,34.1,24.4,0.0,11.0,8.25,10.37,12,2
An Giang,2025-04-04T13:00,34.1,24.4,0.0,11.0,8.25,10.37,12,2
An Giang,2025-04-04T14:00,34.1,24.4,0.0,11.0,8.25,10.37,12,2
An Giang,2025-04-04T15:00,34.1,24.4,0.0,11.0,8.25,10.37,12,2
An Giang,2025-04-04T16:00,34.1,24.4,0.0,11.0,8.25,10.37,12,2
An Giang,2025-04-04T17:00,34.1,24.4,0.0,11.0,8.25,10.37,12,2
An Giang,2025-04-04T18:00,34.1,24.4,0.0,11.0,8.25,10.37,12,3
An Giang,2025-04-04T19:00,34.1,24.4,0.0,11.0,8.25,10.37,12,3
An Giang,2025-04-04T20:00,34.1,24.4,0.0,11.0,8.25,10.37,12,3
An Giang,2025-04-04T21:00,34.1,24.4,0.0,11.0,8.25,10.37,12,1
An Giang,2025-04-04T22:00,34.1,24.4,0.0,11.0,8.25,10.37,12,0
An Giang,2025-04-04T23:00,34.1,24.4,0.0,11.0,8.25,10.37,12,0
An Giang,2025-04-05T00:00,34.0,24.0,0.0,10.6,9.3,10.75,12,0
An Giang,2025-04-05T01:00,34.0,24.0,0.0,10.6,9.3,10.75,12,2
An Giang,2025-04-05T02:00,34.0,24.0,0.0,10.6,9.3,10.75,12,0
An Giang,2025-04-05T03:00,34.0,24.0,0.0,10.6,9.3,10.75,12,1
An Giang,2025-04-05T04:00,34.0,24.0,0.0,10.6,9.3,10.75,12,1
An Giang,2025-04-05T05:00,34.0,24.0,0.0,10.6,9.3,10.75,12,1
An Giang,2025-04-05T06:00,34.0,24.0,0.0,10.6,9.3,10.75,12,1
An Giang,2025-04-05T07:00,34.0,24.0,0.0,10.6,9.3,10.75,12,2
An Giang,2025-04-05T08:00,34.0,24.0,0.0,10.6,9.3,10.75,12,2
An Giang,2025-04-05T09:00,34.0,24.0,0.0,10.6,9.3,10.75,12,2
An Giang,2025-04-05T10:00,34.0,24.0,0.0,10.6,9.3,10.75,12,2
An Giang,2025-04-05T11:00,34.0,24.0,0.0,10.6,9.3,10.75,12,2
An Giang,2025-04-05T12:00,34.0,24.0,0.0,10.6,9.3,10.75,12,2
An Giang,2025-04-05T13:00,34.0,24.0,0.0,10.6,9.3,10.75,12,2
An Giang,2025-04-05T14:00,34.0,24.0,0.0,10.6,9.3,10.75,12,2
An Giang,2025-04-05T15:00,34.0,24.0,0.0,10.6,9.3,10.75,12,2
An Giang,2025-04-05T16:00,34.0,24.0,0.0,10.6,9.3,10.75,12,1
An Giang,2025-04-05T17:00,34.0,24.0,0.0,10.6,9.3,10.75,12,1
An Giang,2025-04-05T18:00,34.0,24.0,0.0,10.6,9.3,10.75,12,1
An Giang,2025-04-05T19:00,34.0,24.0,0.0,10.6,9.3,10.75,12,1
An Giang,2025-04-05T20:00,34.0,24.0,0.0,10.6,9.3,10.75,12,2
An Giang,2025-04-05T21:00,34.0,24.0,0.0,10.6,9.3,10.75,12,3
An Giang,2025-04-05T22:00,34.0,24.0,0.0,10.6,9.3,10.75,12,3
An Giang,2025-04-05T23:00,34.0,24.0,0.0,10.6,9.3,10.75,12,1
An Giang,2025-04-06T00:00,33.9,24.1,0.0,12.1,9.3,10.33,12,2
An Giang,2025-04-06T01:00,33.9,24.1,0.0,12.1,9.3,10.33,12,2
An Giang,2025-04-06T02:00,33.9,24.1,0.0,12.1,9.3,10.33,12,2
An Giang,2025-04-06T03:00,33.9,24.1,0.0,12.1,9.3,10.33,12,1
An Giang,2025-04-06T04:00,33.9,24.1,0.0,12.1,9.3,10.33,12,1
An Giang,2025-04-06T05:00,33.9,24.1,0.0,12.1,9.3,10.33,12,1
An Giang,2025-04-06T06:00,33.9,24.1,0.0,12.1,9.3,10.33,12,2
An Giang,2025-04-06T07:00,33.9,24.1,0.0,12.1,9.3,10.33,12,2
An Giang,2025-04-06T08:00,33.9,24.1,0.0,12.1,9.3,10.33,12,2
An Giang,2025-04-06T09:00,33.9,24.1,0.0,12.1,9.3,10.33,12,2
An Giang,2025-04-06T10:00,33.9,24.1,0.0,12.1,9.3,10.33,12,2
An Giang,2025-04-06T11:00,33.9,24.1,0.0,12.1,9.3,10.33,12,2
An Giang,2025-04-06T12:00,33.9,24.1,0.0,12.1,9.3,10.33,12,2
An Giang,2025-04-06T13:00,33.9,24.1,0.0,12.1,9.3,10.33,12,2
An Giang,2025-04-06T14:00,33.9,24.1,0.0,12.1,9.3,10.33,12,2
An Giang,2025-04-06T15:00,33.9,24.1,0.0,12.1,9.3,10.33,12,2
An Giang,2025-04-06T16:00,33.9,24.1,0.0,12.1,9.3,10.33,12,2
An Giang,2025-04-06T17:00,33.9,24.1,0.0,12.1,9.3,10.33,12,2
An Giang,2025-04-06T18:00,33.9,24.1,0.0,12.1,9.3,10.33,12,1
An Giang,2025-04-06T19:00,33.9,24.1,0.0,12.1,9.3,10.33,12,0
An Giang,2025-04-06T20:00,33.9,24.1,0.0,12.1,9.3,10.33,12,0
An Giang,2025-04-06T21:00,33.9,24.1,0.0,12.1,9.3,10.33,12,0
An Giang,2025-04-06T22:00,33.9,24.1,0.0,12.1,9.3,10.33,12,0
An Giang,2025-04-06T23:00,33.9,24.1,0.0,12.1,9.3,10.33,12,3
An Giang,2025-04-07T00:00,34.5,24.8,0.0,13.2,9.35,10.26,12,3
An Giang,2025-04-07T01:00,34.5,24.8,0.0,13.2,9.35,10.26,12,2
An Giang,2025-04-07T02:00,34.5,24.8,0.0,13.2,9.35,10.26,12,2
An Giang,2025-04-07T03:00,34.5,24.8,0.0,13.2,9.35,10.26,12,2
An Giang,2025-04-07T04:00,34.5,24.8,0.0,13.2,9.35,10.26,12,2
An Giang,2025-04-07T05:00,34.5,24.8,0.0,13.2,9.35,10.26,12,2
An Giang,2025-04-07T06:00,34.5,24.8,0.0,13.2,9.35,10.26,12,3
An Giang,2025-04-07T07:00,34.5,24.8,0.0,13.2,9.35,10.26,12,3
An Giang,2025-04-07T08:00,34.5,24.8,0.0,13.2,9.35,10.26,12,3
An Giang,2025-04-07T09:00,34.5,24.8,0.0,13.2,9.35,10.26,12,3
An Giang,2025-04-07T10:00,34.5,24.8,0.0,13.2,9.35,10.26,12,3
An Giang,2025-04-07T11:00,34.5,24.8,0.0,13.2,9.35,10.26,12,3
An Giang,2025-04-07T12:00,34.5,24.8,0.0,13.2,9.35,10.26,12,3
An Giang,2025-04-07T13:00,34.5,24.8,0.0,13.2,9.35,10.26,12,3
An Giang,2025-04-07T14:00,34.5,24.8,0.0,13.2,9.35,10.26,12,3
An Giang,2025-04-07T15:00,34.5,24.8,0.0,13.2,9.35,10.26,12,3
An Giang,2025-04-07T16:00,34.5,24.8,0.0,13.2,9.35,10.26,12,3
An Giang,2025-04-07T17:00,34.5,24.8,0.0,13.2,9.35,10.26,12,3
An Giang,2025-04-07T18:00,34.5,24.8,0.0,13.2,9.35,10.26,12,3
An Giang,2025-04-07T19:00,34.5,24.8,0.0,13.2,9.35,10.26,12,3
An Giang,2025-04-07T20:00,34.5,24.8,0.0,13.2,9.35,10.26,12,3
An Giang,2025-04-07T21:00,34.5,24.8,0.0,13.2,9.35,10.26,12,1
An Giang,2025-04-07T22:00,34.5,24.8,0.0,13.2,9.35,10.26,12,3
An Giang,2025-04-07T23:00,34.5,24.8,0.0,13.2,9.35,10.26,12,3
An Giang,2025-04-08T00:00,32.3,25.0,0.0,12.3,8.35,9.91,12,3
An Giang,2025-04-08T01:00,32.3,25.0,0.0,12.3,8.35,9.91,12,3
An Giang,2025-04-08T02:00,32.3,25.0,0.0,12.3,8.35,9.91,12,3
An Giang,2025-04-08T03:00,32.3,25.0,0.0,12.3,8.35,9.91,12,3
An Giang,2025-04-08T04:00,32.3,25.0,0.0,12.3,8.35,9.91,12,3
An Giang,2025-04-08T05:00,32.3,25.0,0.0,12.3,8.35,9.91,12,3
An Giang,2025-04-08T06:00,32.3,25.0,0.0,12.3,8.35,9.91,12,3
An Giang,2025-04-08T07:00,32.3,25.0,0.0,12.3,8.35,9.91,12,3
An Giang,2025-04-08T08:00,32.3,25.0,0.0,12.3,8.35,9.91,12,3
An Giang,2025-04-08T09:00,32.3,25.0,0.0,12.3,8.35,9.91,12,3
An Giang,2025-04-08T10:00,32.3,25.0,0.0,12.3,8.35,9.91,12,3
An Giang,2025-04-08T11:00,32.3,25.0,0.0,12.3,8.35,9.91,12,3
An Giang,2025-04-08T12:00,32.3,25.0,0.0,12.3,8.35,9.91,12,3
An Giang,2025-04-08T13:00,32.3,25.0,0.0,12.3,8.35,9.91,12,3
An Giang,2025-04-08T14:00,32.3,25.0,0.0,12.3,8.35,9.91,12,3
An Giang,2025-04-08T15:00,32.3,25.0,0.1,12.3,8.35,9.91,12,3
An Giang,2025-04-08T16:00,32.3,25.0,0.0,12.3,8.35,9.91,12,3
An Giang,2025-04-08T17:00,32.3,25.0,0.0,12.3,8.35,9.91,12,2
An Giang,2025-04-08T18:00,32.3,25.0,0.0,12.3,8.35,9.91,12,3
An Giang,2025-04-08T19:00,32.3,25.0,0.0,12.3,8.35,9.91,12,2
An Giang,2025-04-08T20:00,32.3,25.0,0.0,12.3,8.35,9.91,12,3
An Giang,2025-04-08T21:00,32.3,25.0,0.0,12.3,8.35,9.91,12,2
An Giang,2025-04-08T22:00,32.3,25.0,0.0,12.3,8.35,9.91,12,2
An Giang,2025-04-08T23:00,32.3,25.0,0.0,12.3,8.35,9.91,12,3
An Giang,2025-04-09T00:00,34.2,24.8,0.0,12.1,9.35,10.79,12,2
An Giang,2025-04-09T01:00,34.2,24.8,0.0,12.1,9.35,10.79,12,3
An Giang,2025-04-09T02:00,34.2,24.8,0.0,12.1,9.35,10.79,12,3
An Giang,2025-04-09T03:00,34.2,24.8,0.0,12.1,9.35,10.79,12,2
An Giang,2025-04-09T04:00,34.2,24.8,0.0,12.1,9.35,10.79,12,1
An Giang,2025-04-09T05:00,34.2,24.8,0.0,12.1,9.35,10.79,12,1
An Giang,2025-04-09T06:00,34.2,24.8,0.0,12.1,9.35,10.79,12,1
An Giang,2025-04-09T07:00,34.2,24.8,0.0,12.1,9.35,10.79,12,1
An Giang,2025-04-09T08:00,34.2,24.8,0.0,12.1,9.35,10.79,12,2
An Giang,2025-04-09T09:00,34.2,24.8,0.0,12.1,9.35,10.79,12,2
An Giang,2025-04-09T10:00,34.2,24.8,0.0,12.1,9.35,10.79,12,2
An Giang,2025-04-09T11:00,34.2,24.8,0.0,12.1,9.35,10.79,12,2
An Giang,2025-04-09T12:00,34.2,24.8,0.0,12.1,9.35,10.79,12,2
An Giang,2025-04-09T13:00,34.2,24.8,0.0,12.1,9.35,10.79,12,2
An Giang,2025-04-09T14:00,34.2,24.8,0.0,12.1,9.35,10.79,12,2
An Giang,2025-04-09T15:00,34.2,24.8,0.0,12.1,9.35,10.79,12,2
An Giang,2025-04-09T16:00,34.2,24.8,0.0,12.1,9.35,10.79,12,2
An Giang,2025-04-09T17:00,34.2,24.8,0.1,12.1,9.35,10.79,12,2
An Giang,2025-04-09T18:00,34.2,24.8,0.4,12.1,9.35,10.79,12,80
An Giang,2025-04-09T19:00,34.2,24.8,0.0,12.1,9.35,10.79,12,2
An Giang,2025-04-09T20:00,34.2,24.8,0.0,12.1,9.35,10.79,12,2
An Giang,2025-04-09T21:00,34.2,24.8,0.0,12.1,9.35,10.79,12,1
An Giang,2025-04-09T22:00,34.2,24.8,0.0,12.1,9.35,10.79,12,1
An Giang,2025-04-09T23:00,34.2,24.8,0.0,12.1,9.35,10.79,12,1
An Giang,2025-04-10T00:00,33.5,25.8,0.0,8.4,7.3,10.4,12,2
An Giang,2025-04-10T01:00,33.5,25.8,0.0,8.4,7.3,10.4,12,2
An Giang,2025-04-10T02:00,33.5,25.8,0.1,8.4,7.3,10.4,12,3
An Giang,2025-04-10T03:00,33.5,25.8,0.0,8.4,7.3,10.4,12,2
An Giang,2025-04-10T04:00,33.5,25.8,0.0,8.4,7.3,10.4,12,2
An Giang,2025-04-10T05:00,33.5,25.8,0.0,8.4,7.3,10.4,12,3
An Giang,2025-04-10T06:00,33.5,25.8,0.0,8.4,7.3,10.4,12,3
An Giang,2025-04-10T07:00,33.5,25.8,0.0,8.4,7.3,10.4,12,3
An Giang,2025-04-10T08:00,33.5,25.8,0.0,8.4,7.3,10.4,12,2
An Giang,2025-04-10T09:00,33.5,25.8,0.0,8.4,7.3,10.4,12,3
An Giang,2025-04-10T10:00,33.5,25.8,0.0,8.4,7.3,10.4,12,3
An Giang,2025-04-10T11:00,33.5,25.8,0.1,8.4,7.3,10.4,12,3
An Giang,2025-04-10T12:00,33.5,25.8,0.1,8.4,7.3,10.4,12,3
An Giang,2025-04-10T13:00,33.5,25.8,0.0,8.4,7.3,10.4,12,2
An Giang,2025-04-10T14:00,33.5,25.8,0.0,8.4,7.3,10.4,12,3
An Giang,2025-04-10T15:00,33.5,25.8,0.0,8.4,7.3,10.4,12,3
An Giang,2025-04-10T16:00,33.5,25.8,0.0,8.4,7.3,10.4,12,3
An Giang,2025-04-10T17:00,33.5,25.8,0.4,8.4,7.3,10.4,12,80
An Giang,2025-04-10T18:00,33.5,25.8,0.0,8.4,7.3,10.4,12,1
An Giang,2025-04-10T19:00,33.5,25.8,0.0,8.4,7.3,10.4,12,2
An Giang,2025-04-10T20:00,33.5,25.8,0.0,8.4,7.3,10.4,12,2
An Giang,2025-04-10T21:00,33.5,25.8,0.0,8.4,7.3,10.4,12,3
An Giang,2025-04-10T22:00,33.5,25.8,0.0,8.4,7.3,10.4,12,3
An Giang,2025-04-10T23:00,33.5,25.8,0.0,8.4,7.3,10.4,12,3
An Giang,2025-04-11T00:00,34.1,25.2,0.0,10.4,7.5,10.81,12,3
An Giang,2025-04-11T01:00,34.1,25.2,0.0,10.4,7.5,10.81,12,3
An Giang,2025-04-11T02:00,34.1,25.2,0.0,10.4,7.5,10.81,12,3
An Giang,2025-04-11T03:00,34.1,25.2,0.0,10.4,7.5,10.81,12,3
An Giang,2025-04-11T04:00,34.1,25.2,0.0,10.4,7.5,10.81,12,45
An Giang,2025-04-11T05:00,34.1,25.2,0.0,10.4,7.5,10.81,12,45
An Giang,2025-04-11T06:00,34.1,25.2,0.0,10.4,7.5,10.81,12,45
An Giang,2025-04-11T07:00,34.1,25.2,0.0,10.4,7.5,10.81,12,45
An Giang,2025-04-11T08:00,34.1,25.2,0.0,10.4,7.5,10.81,12,2
An Giang,2025-04-11T09:00,34.1,25.2,0.0,10.4,7.5,10.81,12,2
An Giang,2025-04-11T10:00,34.1,25.2,0.0,10.4,7.5,10.81,12,2
An Giang,2025-04-11T11:00,34.1,25.2,0.1,10.4,7.5,10.81,12,2
An Giang,2025-04-11T12:00,34.1,25.2,0.0,10.4,7.5,10.81,12,2
An Giang,2025-04-11T13:00,34.1,25.2,0.0,10.4,7.5,10.81,12,2
An Giang,2025-04-11T14:00,34.1,25.2,0.0,10.4,7.5,10.81,12,2
An Giang,2025-04-11T15:00,34.1,25.2,0.0,10.4,7.5,10.81,12,2
An Giang,2025-04-11T16:00,34.1,25.2,0.1,10.4,7.5,10.81,12,2
An Giang,2025-04-11T17:00,34.1,25.2,0.3,10.4,7.5,10.81,12,80
An Giang,2025-04-11T18:00,34.1,25.2,0.8,10.4,7.5,10.81,12,95
An Giang,2025-04-11T19:00,34.1,25.2,0.4,10.4,7.5,10.81,12,80
An Giang,2025-04-11T20:00,34.1,25.2,0.7,10.4,7.5,10.81,12,80
An Giang,2025-04-11T21:00,34.1,25.2,0.3,10.4,7.5,10.81,12,80
An Giang,2025-04-11T22:00,34.1,25.2,0.0,10.4,7.5,10.81,12,2
An Giang,2025-04-11T23:00,34.1,25.2,0.0,10.4,7.5,10.81,12,2
An Giang,2025-04-12T00:00,33.8,25.8,0.0,9.4,9.35,10.56,12,2
An Giang,2025-04-12T01:00,33.8,25.8,0.0,9.4,9.35,10.56,12,2
An Giang,2025-04-12T02:00,33.8,25.8,0.0,9.4,9.35,10.56,12,2
An Giang,2025-04-12T03:00,33.8,25.8,0.0,9.4,9.35,10.56,12,2
An Giang,2025-04-12T04:00,33.8,25.8,0.0,9.4,9.35,10.56,12,2
An Giang,2025-04-12T05:00,33.8,25.8,0.0,9.4,9.35,10.56,12,2
An Giang,2025-04-12T06:00,33.8,25.8,0.0,9.4,9.35,10.56,12,2
An Giang,2025-04-12T07:00,33.8,25.8,0.0,9.4,9.35,10.56,12,2
An Giang,2025-04-12T08:00,33.8,25.8,0.1,9.4,9.35,10.56,12,2
An Giang,2025-04-12T09:00,33.8,25.8,0.0,9.4,9.35,10.56,12,2
An Giang,2025-04-12T10:00,33.8,25.8,0.1,9.4,9.35,10.56,12,2
An Giang,2025-04-12T11:00,33.8,25.8,0.2,9.4,9.35,10.56,12,2
An Giang,2025-04-12T12:00,33.8,25.8,0.2,9.4,9.35,10.56,12,2
An Giang,2025-04-12T13:00,33.8,25.8,0.0,9.4,9.35,10.56,12,2
An Giang,2025-04-12T14:00,33.8,25.8,0.0,9.4,9.35,10.56,12,2
An Giang,2025-04-12T15:00,33.8,25.8,0.0,9.4,9.35,10.56,12,2
An Giang,2025-04-12T16:00,33.8,25.8,0.0,9.4,9.35,10.56,12,2
An Giang,2025-04-12T17:00,33.8,25.8,0.0,9.4,9.35,10.56,12,1
An Giang,2025-04-12T18:00,33.8,25.8,0.0,9.4,9.35,10.56,12,1
An Giang,2025-04-12T19:00,33.8,25.8,0.0,9.4,9.35,10.56,12,0
An Giang,2025-04-12T20:00,33.8,25.8,0.0,9.4,9.35,10.56,12,0
An Giang,2025-04-12T21:00,33.8,25.8,0.0,9.4,9.35,10.56,12,0
An Giang,2025-04-12T22:00,33.8,25.8,0.0,9.4,9.35,10.56,12,2
An Giang,2025-04-12T23:00,33.8,25.8,0.0,9.4,9.35,10.56,12,0
An Giang,2025-04-13T00:00,34.1,25.6,0.0,8.1,9.3,9.82,12,0
An Giang,2025-04-13T01:00,34.1,25.6,0.0,8.1,9.3,9.82,12,0
An Giang,2025-04-13T02:00,34.1,25.6,0.0,8.1,9.3,9.82,12,0
An Giang,2025-04-13T03:00,34.1,25.6,0.0,8.1,9.3,9.82,12,0
An Giang,2025-04-13T04:00,34.1,25.6,0.0,8.1,9.3,9.82,12,0
An Giang,2025-04-13T05:00,34.1,25.6,0.0,8.1,9.3,9.82,12,45
An Giang,2025-04-13T06:00,34.1,25.6,0.0,8.1,9.3,9.82,12,45
An Giang,2025-04-13T07:00,34.1,25.6,0.0,8.1,9.3,9.82,12,2
An Giang,2025-04-13T08:00,34.1,25.6,0.0,8.1,9.3,9.82,12,2
An Giang,2025-04-13T09:00,34.1,25.6,0.2,8.1,9.3,9.82,12,2
An Giang,2025-04-13T10:00,34.1,25.6,0.3,8.1,9.3,9.82,12,80
An Giang,2025-04-13T11:00,34.1,25.6,0.0,8.1,9.3,9.82,12,2
An Giang,2025-04-13T12:00,34.1,25.6,0.0,8.1,9.3,9.82,12,2
An Giang,2025-04-13T13:00,34.1,25.6,0.0,8.1,9.3,9.82,12,3
An Giang,2025-04-13T14:00,34.1,25.6,0.1,8.1,9.3,9.82,12,3
An Giang,2025-04-13T15:00,34.1,25.6,1.3,8.1,9.3,9.82,12,95
An Giang,2025-04-13T16:00,34.1,25.6,2.3,8.1,9.3,9.82,12,96
An Giang,2025-04-13T17:00,34.1,25.6,1.0,8.1,9.3,9.82,12,80
An Giang,2025-04-13T18:00,34.1,25.6,1.5,8.1,9.3,9.82,12,95
An Giang,2025-04-13T19:00,34.1,25.6,0.3,8.1,9.3,9.82,12,80
An Giang,2025-04-13T20:00,34.1,25.6,0.0,8.1,9.3,9.82,12,2
An Giang,2025-04-13T21:00,34.1,25.6,0.0,8.1,9.3,9.82,12,2
An Giang,2025-04-13T22:00,34.1,25.6,0.0,8.1,9.3,9.82,12,2
An Giang,2025-04-13T23:00,34.1,25.6,0.1,8.1,9.3,9.82,12,2
An Giang,2025-04-14T00:00,34.0,25.3,0.1,13.4,6.55,9.84,12,2
An Giang,2025-04-14T01:00,34.0,25.3,0.0,13.4,6.55,9.84,12,2
