time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco,source
2025-04-14 00:00:00,25.3,19.0,68.0,0.0,,344.0,23.8,,1013.4,,3.0,Meteostat
2025-04-14 01:00:00,27.0,19.9,65.0,0.0,,8.0,22.3,,1014.7,,3.0,Meteostat
2025-04-14 02:00:00,28.3,20.1,61.0,0.0,,21.0,25.9,,1015.1,,3.0,Meteostat
2025-04-14 03:00:00,28.3,20.1,61.0,0.0,,16.0,30.2,,1015.1,,3.0,Meteostat
2025-04-14 04:00:00,29.5,20.1,57.0,0.0,,16.0,32.4,,1014.3,,3.0,Meteostat
2025-04-14 05:00:00,30.4,20.1,54.0,0.0,,24.0,31.7,,1013.5,,3.0,Meteostat
2025-04-14 06:00:00,29.3,19.9,57.0,0.0,,36.0,30.2,,1012.8,,3.0,Meteostat
2025-04-14 07:00:00,29.0,19.9,58.0,0.0,,36.0,28.8,,1012.2,,3.0,Meteostat
2025-04-14 08:00:00,28.7,19.9,59.0,0.0,,38.0,27.4,,1011.0,,3.0,Meteostat
2025-04-14 09:00:00,27.6,19.9,63.0,0.0,,34.0,27.4,,1010.8,,3.0,Meteostat
2025-04-14 10:00:00,26.3,20.2,69.0,0.0,,31.0,27.7,,1010.8,,3.0,Meteostat
2025-04-14 11:00:00,25.5,20.7,75.0,0.0,,28.0,25.6,,1011.7,,1.0,Meteostat
2025-04-14 12:00:00,25.2,21.1,78.0,0.0,,18.0,22.0,,1012.9,,1.0,Meteostat
2025-04-14 13:00:00,25.0,21.1,79.0,0.0,,359.0,21.2,,1013.7,,2.0,Meteostat
2025-04-14 14:00:00,24.8,21.3,81.0,0.0,,348.0,21.2,,1014.1,,3.0,Meteostat
2025-04-14 15:00:00,24.6,21.1,81.0,0.0,,325.0,19.1,,1014.8,,3.0,Meteostat
2025-04-14 16:00:00,24.3,21.0,82.0,0.0,,314.0,15.5,,1014.3,,3.0,Meteostat
2025-04-14 17:00:00,23.9,20.8,83.0,0.0,,298.0,14.4,,1013.7,,3.0,Meteostat
2025-04-14 18:00:00,23.5,20.6,84.0,0.0,,288.0,13.3,,1013.5,,3.0,Meteostat
2025-04-14 19:00:00,23.1,20.4,85.0,0.0,,281.0,12.2,,1012.7,,3.0,Meteostat
2025-04-14 20:00:00,22.9,20.4,86.0,0.0,,280.0,13.0,,1012.2,,3.0,Meteostat
2025-04-14 21:00:00,22.8,20.1,85.0,0.0,,298.0,14.8,,1012.3,,3.0,Meteostat
2025-04-14 22:00:00,22.6,19.9,85.0,0.0,,298.0,16.2,,1012.3,,3.0,Meteostat
2025-04-14 23:00:00,22.8,19.8,83.0,0.0,,278.0,15.1,,1012.9,,2.0,Meteostat
2025-04-15 00:00:00,24.4,19.7,75.0,0.0,,304.0,14.4,,1013.7,,2.0,Meteostat
2025-04-15 01:00:00,26.4,19.8,67.0,0.0,,8.0,15.5,,1014.5,,2.0,Meteostat
2025-04-15 02:00:00,27.6,19.9,63.0,0.0,,44.0,15.5,,1014.6,,3.0,Meteostat
2025-04-15 03:00:00,27.4,20.2,65.0,0.0,,48.0,19.1,,1014.4,,3.0,Meteostat
2025-04-15 04:00:00,28.7,20.2,60.0,0.0,,46.0,21.6,,1013.6,,3.0,Meteostat
2025-04-15 05:00:00,29.0,20.5,60.0,0.0,,47.0,23.0,,1012.8,,3.0,Meteostat
2025-04-15 06:00:00,29.7,20.6,58.0,0.0,,50.0,23.4,,1011.6,,3.0,Meteostat
2025-04-15 07:00:00,29.2,20.4,59.0,0.0,,53.0,23.4,,1010.7,,3.0,Meteostat
2025-04-15 08:00:00,28.7,20.2,60.0,0.0,,52.0,22.7,,1010.0,,3.0,Meteostat
2025-04-15 09:00:00,27.7,20.3,64.0,0.0,,48.0,22.7,,1009.5,,3.0,Meteostat
2025-04-15 10:00:00,26.4,20.5,70.0,0.0,,47.0,20.9,,1009.7,,1.0,Meteostat
2025-04-15 11:00:00,25.2,20.9,77.0,0.0,,42.0,19.1,,1010.3,,1.0,Meteostat
2025-04-15 12:00:00,24.8,21.1,80.0,0.0,,37.0,16.2,,1011.3,,1.0,Meteostat
2025-04-15 13:00:00,24.6,21.3,82.0,0.0,,37.0,13.0,,1012.2,,1.0,Meteostat
2025-04-15 14:00:00,24.4,21.3,83.0,0.0,,0.0,11.2,,1013.1,,1.0,Meteostat
2025-04-15 15:00:00,24.3,21.4,84.0,0.0,,307.0,10.4,,1013.8,,2.0,Meteostat
2025-04-15 16:00:00,24.1,21.4,85.0,0.0,,278.0,10.4,,1013.6,,2.0,Meteostat
2025-04-15 17:00:00,23.8,21.3,86.0,0.0,,280.0,9.7,,1012.8,,2.0,Meteostat
2025-04-15 18:00:00,23.3,21.2,88.0,0.0,,282.0,8.3,,1012.1,,2.0,Meteostat
2025-04-15 19:00:00,22.8,21.1,90.0,0.0,,287.0,10.1,,1011.1,,1.0,Meteostat
2025-04-15 20:00:00,22.5,21.0,91.0,0.0,,284.0,11.9,,1010.6,,1.0,Meteostat
2025-04-15 21:00:00,22.2,21.0,93.0,0.0,,286.0,11.9,,1010.7,,1.0,Meteostat
2025-04-15 22:00:00,22.0,20.8,93.0,0.0,,280.0,11.9,,1011.1,,1.0,Meteostat
2025-04-15 23:00:00,22.2,20.8,92.0,0.0,,264.0,10.8,,1011.3,,2.0,Meteostat
2025-04-16 00:00:00,24.5,20.6,79.0,0.0,,257.0,8.6,,1012.0,,3.0,Meteostat
2025-04-16 01:00:00,26.8,20.9,70.0,0.0,,233.0,4.3,,1012.7,,3.0,Meteostat
2025-04-16 02:00:00,29.3,21.0,61.0,0.0,,149.0,7.9,,1012.5,,3.0,Meteostat
2025-04-16 03:00:00,30.8,21.0,56.0,0.0,,133.0,13.7,,1011.8,,3.0,Meteostat
2025-04-16 04:00:00,30.9,21.4,57.0,0.0,,114.0,18.0,,1010.9,,3.0,Meteostat
2025-04-16 05:00:00,31.3,21.8,57.0,0.0,,109.0,18.0,,1009.8,,3.0,Meteostat
2025-04-16 06:00:00,30.7,22.0,60.0,0.0,,110.0,20.5,,1008.7,,3.0,Meteostat
2025-04-16 07:00:00,30.2,22.1,62.0,0.0,,111.0,21.2,,1007.9,,3.0,Meteostat
2025-04-16 08:00:00,29.5,22.2,65.0,0.0,,112.0,20.9,,1007.1,,3.0,Meteostat
2025-04-16 09:00:00,28.6,22.6,70.0,0.0,,120.0,20.2,,1007.1,,3.0,Meteostat
2025-04-16 10:00:00,27.6,22.5,74.0,0.0,,124.0,16.6,,1007.6,,3.0,Meteostat
2025-04-16 11:00:00,26.6,22.9,80.0,0.0,,134.0,14.8,,1008.1,,3.0,Meteostat
2025-04-16 12:00:00,26.3,23.2,83.0,0.0,,145.0,12.6,,1009.3,,3.0,Meteostat
2025-04-16 13:00:00,26.2,23.3,84.0,0.0,,144.0,9.4,,1010.2,,2.0,Meteostat
2025-04-16 14:00:00,26.0,23.5,86.0,0.0,,178.0,8.6,,1010.9,,2.0,Meteostat
2025-04-16 15:00:00,25.9,23.4,86.0,0.0,,201.0,9.0,,1011.4,,2.0,Meteostat
2025-04-16 16:00:00,25.7,23.4,87.0,0.0,,200.0,10.1,,1011.1,,3.0,Meteostat
